2026-05-09 10:39:06,088 | INFO | agent  | Edge agent started (cmd_drop=0.00, cmd_delay_ms=0).
2026-05-09 11:07:58,448 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:07:58,448 | INFO | agent  | Sensor update: temperature=19.38
2026-05-09 11:07:58,448 | INFO | agent  | Sensor update: humidity=51.1
2026-05-09 11:07:58,448 | INFO | agent  | Sensor update: door=False
2026-05-09 11:07:58,448 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:07:58,448 | INFO | agent  | Sensor update: light=2.3
2026-05-09 11:07:59,407 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:07:59,449 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:07:59,449 | INFO | agent  | Sensor update: temperature=26.98
2026-05-09 11:07:59,449 | INFO | agent  | Sensor update: humidity=42.0
2026-05-09 11:07:59,449 | INFO | agent  | Sensor update: door=False
2026-05-09 11:07:59,450 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:07:59,450 | INFO | agent  | Sensor update: light=195.5
2026-05-09 11:07:59,450 | INFO | agent  | Device state sync: light=on
2026-05-09 11:07:59,450 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:07:59,450 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:00,053 | INFO | agent  | Sensor update: temperature=27.15
2026-05-09 11:08:00,054 | INFO | agent  | Sensor update: humidity=42.0
2026-05-09 11:08:00,055 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:00,055 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:00,055 | INFO | agent  | Sensor update: light=189.5
2026-05-09 11:08:00,410 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:00,453 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:00,453 | INFO | agent  | Sensor update: temperature=19.47
2026-05-09 11:08:00,453 | INFO | agent  | Sensor update: humidity=51.4
2026-05-09 11:08:00,453 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:00,453 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:00,453 | INFO | agent  | Sensor update: light=11.6
2026-05-09 11:08:00,454 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:00,454 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:00,454 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:01,418 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:01,461 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:01,461 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:01,461 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:01,462 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:01,560 | INFO | agent  | Sensor update: temperature=27.21
2026-05-09 11:08:01,561 | INFO | agent  | Sensor update: humidity=42.3
2026-05-09 11:08:01,561 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:01,561 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:01,561 | INFO | agent  | Sensor update: light=183.0
2026-05-09 11:08:02,422 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:02,464 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:02,465 | INFO | agent  | Sensor update: temperature=19.51
2026-05-09 11:08:02,465 | INFO | agent  | Sensor update: humidity=51.2
2026-05-09 11:08:02,465 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:02,465 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:02,465 | INFO | agent  | Sensor update: light=9.7
2026-05-09 11:08:02,465 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:02,465 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:02,465 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:02,954 | INFO | agent  | Sensor update: temperature=19.2
2026-05-09 11:08:02,955 | INFO | agent  | Sensor update: humidity=51.8
2026-05-09 11:08:02,955 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:02,955 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:02,955 | INFO | agent  | Sensor update: light=15.9
2026-05-09 11:08:03,429 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:03,471 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:03,471 | INFO | agent  | Sensor update: temperature=27.34
2026-05-09 11:08:03,471 | INFO | agent  | Sensor update: humidity=42.7
2026-05-09 11:08:03,471 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:03,471 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:03,472 | INFO | agent  | Sensor update: light=187.2
2026-05-09 11:08:03,472 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:03,472 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:03,472 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:04,437 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:04,479 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:04,479 | INFO | agent  | Sensor update: temperature=19.41
2026-05-09 11:08:04,479 | INFO | agent  | Sensor update: humidity=52.2
2026-05-09 11:08:04,479 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:04,479 | INFO | agent  | Task enqueued p=2 device=light cmd=on
2026-05-09 11:08:04,479 | INFO | agent  | Task enqueued p=1 device=alarm cmd=on
2026-05-09 11:08:04,480 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:04,480 | INFO | agent  | Sensor update: light=4.9
2026-05-09 11:08:04,480 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:04,480 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:04,480 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:05,224 | INFO | agent  | Dispatched command p=1 alarm=on (night-door-anomaly)
2026-05-09 11:08:05,269 | INFO | agent  | Device state sync: alarm=on
2026-05-09 11:08:05,445 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:05,487 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:05,487 | INFO | agent  | Sensor update: temperature=27.53
2026-05-09 11:08:05,487 | INFO | agent  | Sensor update: humidity=43.2
2026-05-09 11:08:05,488 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:05,488 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:05,488 | INFO | agent  | Sensor update: light=190.9
2026-05-09 11:08:05,488 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:05,488 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:05,488 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:06,030 | INFO | agent  | Dispatched command p=2 light=on (door-open-dark)
2026-05-09 11:08:06,077 | INFO | agent  | Sensor update: temperature=27.69
2026-05-09 11:08:06,078 | INFO | agent  | Sensor update: humidity=43.0
2026-05-09 11:08:06,078 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:06,078 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:06,078 | INFO | agent  | Sensor update: light=183.7
2026-05-09 11:08:06,452 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:06,494 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:06,494 | INFO | agent  | Sensor update: temperature=19.47
2026-05-09 11:08:06,494 | INFO | agent  | Sensor update: humidity=51.9
2026-05-09 11:08:06,494 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:06,494 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:06,495 | INFO | agent  | Sensor update: light=6.7
2026-05-09 11:08:06,495 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:06,495 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:06,495 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:06,495 | INFO | agent  | Device state sync: alarm=on
2026-05-09 11:08:07,455 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:07,497 | INFO | agent  | Device state sync: alarm=on
2026-05-09 11:08:07,497 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:07,498 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:07,498 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:07,584 | INFO | agent  | Sensor update: temperature=27.43
2026-05-09 11:08:07,585 | INFO | agent  | Sensor update: humidity=42.6
2026-05-09 11:08:07,585 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:07,585 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:07,585 | INFO | agent  | Sensor update: light=181.6
2026-05-09 11:08:08,463 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:08,506 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:08,506 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:08,507 | INFO | agent  | Sensor update: light=3.5
2026-05-09 11:08:08,507 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:08,507 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:08,507 | INFO | agent  | Device state sync: alarm=on
2026-05-09 11:08:08,973 | INFO | agent  | Sensor update: temperature=19.57
2026-05-09 11:08:08,974 | INFO | agent  | Sensor update: humidity=51.6
2026-05-09 11:08:08,974 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:08,974 | INFO | agent  | Task enqueued p=2 device=alarm cmd=off
2026-05-09 11:08:08,974 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:08,975 | INFO | agent  | Sensor update: light=3.8
2026-05-09 11:08:09,244 | INFO | agent  | Dispatched command p=2 alarm=off (occupancy-confirmed)
2026-05-09 11:08:09,289 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:09,471 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:09,515 | INFO | agent  | Device state sync: alarm=on
2026-05-09 11:08:09,516 | INFO | agent  | Sensor update: temperature=27.61
2026-05-09 11:08:09,516 | INFO | agent  | Sensor update: humidity=42.5
2026-05-09 11:08:09,516 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:09,516 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:09,517 | INFO | agent  | Sensor update: light=194.5
2026-05-09 11:08:09,517 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:09,517 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:09,517 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:10,482 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:10,524 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:10,525 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:10,525 | INFO | agent  | Sensor update: light=1.3
2026-05-09 11:08:10,525 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:10,525 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:10,525 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:11,486 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:11,528 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:11,528 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:11,529 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:11,529 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:12,101 | INFO | agent  | Sensor update: temperature=27.45
2026-05-09 11:08:12,103 | INFO | agent  | Sensor update: humidity=42.7
2026-05-09 11:08:12,104 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:12,104 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:12,105 | INFO | agent  | Sensor update: light=195.1
2026-05-09 11:08:12,491 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:12,535 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:12,535 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:12,536 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:12,536 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:13,489 | INFO | agent  | Sensor update: temperature=19.76
2026-05-09 11:08:13,490 | INFO | agent  | Sensor update: humidity=52.0
2026-05-09 11:08:13,490 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:13,491 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:13,491 | INFO | agent  | Sensor update: light=14.7
2026-05-09 11:08:13,495 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:13,539 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:13,539 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:13,539 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:13,540 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:13,607 | INFO | agent  | Sensor update: temperature=27.52
2026-05-09 11:08:13,609 | INFO | agent  | Sensor update: humidity=42.6
2026-05-09 11:08:13,609 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:13,609 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:13,609 | INFO | agent  | Sensor update: light=183.1
2026-05-09 11:08:14,498 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:14,540 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:14,540 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:14,540 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:14,540 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:14,994 | INFO | agent  | Sensor update: temperature=19.54
2026-05-09 11:08:14,995 | INFO | agent  | Sensor update: humidity=51.7
2026-05-09 11:08:14,995 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:14,995 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:14,995 | INFO | agent  | Sensor update: light=10.0
2026-05-09 11:08:15,504 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:15,547 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:15,547 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:15,547 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:15,548 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:16,511 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:16,553 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:16,554 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:16,554 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:16,554 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:17,519 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:17,561 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:17,561 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:17,561 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:17,561 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:18,123 | INFO | agent  | Sensor update: temperature=27.39
2026-05-09 11:08:18,124 | INFO | agent  | Sensor update: humidity=42.7
2026-05-09 11:08:18,124 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:18,124 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:18,124 | INFO | agent  | Sensor update: light=181.9
2026-05-09 11:08:18,526 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:18,568 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:18,568 | INFO | agent  | Sensor update: temperature=19.27
2026-05-09 11:08:18,568 | INFO | agent  | Sensor update: humidity=51.3
2026-05-09 11:08:18,568 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:18,569 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:18,569 | INFO | agent  | Sensor update: light=6.0
2026-05-09 11:08:18,569 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:18,569 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:18,569 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:19,510 | INFO | agent  | Sensor update: temperature=19.19
2026-05-09 11:08:19,511 | INFO | agent  | Sensor update: humidity=51.4
2026-05-09 11:08:19,511 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:19,511 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:19,511 | INFO | agent  | Sensor update: light=12.1
2026-05-09 11:08:19,533 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:19,575 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:19,575 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:19,575 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:19,575 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:19,628 | INFO | agent  | Sensor update: temperature=27.52
2026-05-09 11:08:19,628 | INFO | agent  | Sensor update: humidity=42.6
2026-05-09 11:08:19,628 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:19,628 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:19,628 | INFO | agent  | Sensor update: light=189.0
2026-05-09 11:08:20,539 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:20,582 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:20,583 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:20,583 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:20,583 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:21,017 | INFO | agent  | Sensor update: temperature=19.38
2026-05-09 11:08:21,019 | INFO | agent  | Sensor update: humidity=51.6
2026-05-09 11:08:21,020 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:21,020 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:21,021 | INFO | agent  | Sensor update: light=1.5
2026-05-09 11:08:21,546 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:21,589 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:21,589 | INFO | agent  | Sensor update: temperature=27.42
2026-05-09 11:08:21,590 | INFO | agent  | Sensor update: humidity=43.0
2026-05-09 11:08:21,590 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:21,590 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:21,590 | INFO | agent  | Sensor update: light=195.9
2026-05-09 11:08:21,590 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:21,590 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:21,590 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:22,554 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:22,596 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:22,597 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:22,597 | INFO | agent  | Sensor update: light=6.7
2026-05-09 11:08:22,597 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:22,597 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:22,597 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:23,558 | INFO | agent  | Sensor update: temperature=27.52
2026-05-09 11:08:23,558 | INFO | agent  | Sensor update: humidity=43.0
2026-05-09 11:08:23,558 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:23,558 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:23,558 | INFO | agent  | Task enqueued p=2 device=light cmd=on
2026-05-09 11:08:23,558 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:23,559 | INFO | agent  | Sensor update: light=190.2
2026-05-09 11:08:23,600 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:23,600 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:23,600 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:23,600 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:23,716 | INFO | agent  | Dispatched command p=2 light=on (door-open-dark)
2026-05-09 11:08:24,145 | INFO | agent  | Sensor update: temperature=27.41
2026-05-09 11:08:24,147 | INFO | agent  | Sensor update: humidity=42.5
2026-05-09 11:08:24,147 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:24,148 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:24,148 | INFO | agent  | Sensor update: light=192.8
2026-05-09 11:08:24,563 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:24,606 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:24,606 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:24,608 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:24,609 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:24,609 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:25,533 | INFO | agent  | Sensor update: temperature=19.7
2026-05-09 11:08:25,534 | INFO | agent  | Sensor update: humidity=52.0
2026-05-09 11:08:25,534 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:25,534 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:25,534 | INFO | agent  | Sensor update: light=1.4
2026-05-09 11:08:25,572 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:25,615 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:25,617 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:25,619 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:25,620 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:25,652 | INFO | agent  | Sensor update: temperature=27.31
2026-05-09 11:08:25,653 | INFO | agent  | Sensor update: humidity=43.0
2026-05-09 11:08:25,654 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:25,654 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:25,654 | INFO | agent  | Sensor update: light=192.6
2026-05-09 11:08:26,576 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:26,619 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:26,620 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:26,621 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:26,622 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:27,037 | INFO | agent  | Sensor update: temperature=19.39
2026-05-09 11:08:27,038 | INFO | agent  | Sensor update: humidity=51.4
2026-05-09 11:08:27,038 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:27,038 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:27,038 | INFO | agent  | Sensor update: light=2.7
2026-05-09 11:08:27,585 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:27,628 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:27,628 | INFO | agent  | Sensor update: temperature=27.52
2026-05-09 11:08:27,628 | INFO | agent  | Sensor update: humidity=42.7
2026-05-09 11:08:27,628 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:27,628 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:27,628 | INFO | agent  | Sensor update: light=190.9
2026-05-09 11:08:27,630 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:27,631 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:27,631 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:28,591 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:28,634 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:28,634 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:28,634 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:28,634 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:29,596 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:29,638 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:29,638 | INFO | agent  | Sensor update: temperature=27.47
2026-05-09 11:08:29,638 | INFO | agent  | Sensor update: humidity=43.2
2026-05-09 11:08:29,638 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:29,638 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:29,638 | INFO | agent  | Sensor update: light=192.3
2026-05-09 11:08:29,638 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:29,639 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:29,639 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:30,165 | INFO | agent  | Sensor update: temperature=27.33
2026-05-09 11:08:30,166 | INFO | agent  | Sensor update: humidity=43.4
2026-05-09 11:08:30,166 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:30,166 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:30,166 | INFO | agent  | Sensor update: light=188.0
2026-05-09 11:08:30,599 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:30,643 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:30,644 | INFO | agent  | Sensor update: temperature=19.37
2026-05-09 11:08:30,644 | INFO | agent  | Sensor update: humidity=51.2
2026-05-09 11:08:30,644 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:30,644 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:30,644 | INFO | agent  | Sensor update: light=2.1
2026-05-09 11:08:30,645 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:30,647 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:30,647 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:31,553 | INFO | agent  | Sensor update: temperature=19.44
2026-05-09 11:08:31,557 | INFO | agent  | Sensor update: humidity=51.0
2026-05-09 11:08:31,557 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:31,557 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:31,558 | INFO | agent  | Sensor update: light=15.4
2026-05-09 11:08:31,605 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:31,653 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:31,653 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:31,653 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:31,653 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:31,669 | INFO | agent  | Sensor update: temperature=27.17
2026-05-09 11:08:31,670 | INFO | agent  | Sensor update: humidity=43.3
2026-05-09 11:08:31,670 | INFO | agent  | Sensor update: door=True
2026-05-09 11:08:31,670 | INFO | agent  | Sensor update: pir=True
2026-05-09 11:08:31,670 | INFO | agent  | Sensor update: light=183.8
2026-05-09 11:08:32,615 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:32,658 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:32,660 | INFO | agent  | Device state sync: light=off
2026-05-09 11:08:32,661 | INFO | agent  | Device state sync: ac=on
2026-05-09 11:08:32,661 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:33,057 | INFO | agent  | Sensor update: temperature=19.26
2026-05-09 11:08:33,058 | INFO | agent  | Sensor update: humidity=51.4
2026-05-09 11:08:33,058 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:33,059 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:33,059 | INFO | agent  | Sensor update: light=13.4
2026-05-09 11:08:33,622 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:33,666 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:33,669 | INFO | agent  | Device state sync: light=on
2026-05-09 11:08:33,671 | INFO | agent  | Device state sync: ac=off
2026-05-09 11:08:33,671 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:34,628 | INFO | agent  | Connected to MQTT broker.
2026-05-09 11:08:34,673 | INFO | agent  | Device state sync: alarm=off
2026-05-09 11:08:34,673 | INFO | agent  | Sensor update: temperature=19.27
2026-05-09 11:08:34,674 | INFO | agent  | Sensor update: humidity=50.9
2026-05-09 11:08:34,674 | INFO | agent  | Sensor update: door=False
2026-05-09 11:08:34,674 | INFO | agent  | Sensor update: pir=False
2026-05-09 11:08:34,674 | INFO | agent  | Sensor update: light=15.2
2026-05-09 11:08:34,675 | INFO | agent  | Device state sync: light=off
